1,-8.394285,2.5563226,-4.261134,,0.08321922,-2.9630325,9.388102
2,-8.431153,2.367189,-4.3262534,,0.11721543,-2.9496255,9.444122
3,-8.445518,2.4270415,-4.3152404,,0.064066425,-2.942922,9.444602
4,-8.423971,2.367189,-4.3334355,,0.12056716,-2.9615963,9.435504
5,-8.518298,2.2982388,-4.313325,,0.041561905,-2.9970288,9.378046
6,-8.405296,2.4586434,-4.2917786,,0.06119352,-2.9271214,9.434067
7,-8.422534,2.2637637,-4.388979,,0.08082513,-2.9505835,9.42497
8,-8.527395,2.2963238,-4.3080583,,0.047786564,-2.954414,9.381397
9,-8.458924,2.473008,-4.3027916,,0.046828926,-2.9730878,9.390974
10,-8.415832,2.3183494,-4.42489,,0.07603693,-3.0219278,9.350754
11,-8.470896,2.3609643,-4.325296,,-0.040316273,-2.975003,9.29138
12,-8.340656,2.3379807,-4.6427536,,0.24410267,-3.0903986,9.387622
13,-7.759369,3.1969833,-6.0978866,,-0.020205839,-2.9443583,9.335909
14,-6.675321,3.0155106,-7.0349364,,0.08944388,-3.0348554,9.284198
15,-4.7337074,3.1917162,-8.133829,,0.1579151,-3.0875258,9.325376
16,-2.9357395,3.0298758,-8.059611,,0.10428729,-3.018097,9.343571
17,-1.8646195,3.3703163,-8.838172,,0.081782766,-2.9903252,9.340219
18,-1.1904414,3.5517888,-9.146532,,0.12104599,-3.0592752,9.280846
19,-0.56127214,3.6470742,-9.207344,,0.109554306,-2.9615963,9.357457
20,0.065981716,3.5369453,-8.843919,,0.09854145,-2.9687786,9.341657
21,0.6228491,3.7141087,-9.240381,,0.2014877,-3.0180972,9.310053
22,1.4880762,3.617866,-9.154195,,0.08034631,-2.9812276,9.300957
23,1.8673017,3.4143677,-8.518321,,0.155521,-2.898871,9.416351
24,2.429915,3.5680687,-8.820934,,0.14115642,-2.9955926,9.288985
25,3.0437617,3.501513,-8.705061,,0.104766116,-2.8888156,9.390495
26,3.4766152,3.4210713,-8.229114,,0.2666072,-2.5311372,9.938745
27,3.9353242,3.1950684,-8.130956,,0.11338488,-1.8176959,9.836276
28,4.2163916,3.5000763,-8.733311,,0.21010645,-1.0300372,9.662944
29,4.9973464,3.4407024,-8.151545,,0.29389992,-0.41714793,9.322503
30,5.919554,2.5347757,-6.1203914,,0.29773048,0.26517025,9.8109
31,6.814946,2.6362855,-6.519248,,0.3887062,0.7526088,9.915761
32,7.344999,2.6056411,-5.5697484,,0.5313945,0.86034316,9.669647
33,7.750081,2.9858239,-4.329127,,0.55868727,1.2165852,9.615541
34,7.850156,3.0169473,-4.171595,,0.5797553,1.6015562,9.642354
35,7.473802,3.3391926,-4.6097155,,0.7818172,1.8285167,9.694546
36,6.362941,3.9161708,-6.143853,,0.8507673,2.058829,9.679224
37,5.440734,4.334659,-7.327974,,1.0025532,2.5453098,9.416351
38,4.78092,4.2685823,-7.406501,,0.9613746,2.9470398,9.24637
39,4.224531,4.4955425,-7.6411233,,0.9604169,3.4311264,9.110865
40,3.7844958,4.416538,-7.8249893,,1.0082991,3.784495,9.049576
41,3.403834,4.507514,-7.926978,,0.9786121,4.1306825,8.935138
42,3.0399308,4.5836453,-8.074454,,0.9982437,4.496022,8.63779
43,2.6511295,4.5735903,-8.004547,,1.0102143,4.717715,8.721106
44,2.2695103,4.6746216,-8.212355,,0.98148507,4.7248974,8.05842
45,2.022439,4.740699,-8.397179,,0.9757393,4.7277703,8.641622
