46,1.6551845,4.7459655,-8.146277,,0.90247977,4.40744,9.168323
47,1.3286294,4.771822,-8.540347,,0.5203816,4.4404783,8.815912
48,0.98866737,4.736389,-8.313386,,0.5467167,4.6320066,8.550645
49,0.5122417,4.8240137,-8.414417,,0.34944302,4.609502,8.621989
50,0.05927824,4.835505,-8.483368,,0.21728878,4.3126335,8.880552
51,-0.50764436,4.978672,-8.539868,,0.074121654,4.335617,8.696686
52,-1.002744,4.8675857,-8.221453,,-0.14709309,4.143132,8.971528
53,-1.6022263,4.879556,-8.304768,,-0.31851053,4.272413,8.913112
54,-2.312316,4.6372733,-7.8666472,,-0.5253607,4.60615,8.612413
55,-3.3456092,4.6157265,-8.373717,,-0.6852865,4.812522,8.368695
56,-3.9489217,3.9779382,-7.9873085,,-0.5411617,5.3435326,7.556137
57,-4.8328233,3.5043857,-7.683259,,-0.5818614,4.704308,8.861399
58,-5.7224703,3.3664856,-7.1263914,,-0.4741269,4.4921913,8.67849
59,-6.649465,3.1064868,-6.843409,,-0.34819737,4.1723394,8.742652
60,-7.625779,2.505089,-5.326987,,-0.3079765,3.7155452,8.957164
61,-8.467544,2.343248,-5.4198775,,-0.155233,3.1246817,9.209023
62,-8.425407,2.254666,-4.5374126,,-0.03169752,2.4318297,9.537015
63,-8.697856,1.9075218,-4.0729585,,0.1090755,1.9850909,9.716572
64,-8.5379305,1.965938,-4.394725,,0.10811784,1.7868593,9.581067
65,-8.457968,2.135919,-4.455535,,0.23404744,1.5704329,9.479556
66,-8.491005,2.2565815,-4.4756455,,0.35231593,1.2031782,9.851119
67,-8.154395,2.2881837,-4.811776,,0.32358676,0.9733446,9.868357
68,-8.16876,2.464868,-4.799806,,0.33603606,0.87758064,9.535099
69,-8.171633,2.4811478,-4.8199167,,0.4236601,0.4629228,9.860697
70,-8.004046,2.5941494,-4.947283,,0.37577808,0.26325494,9.978486
71,-7.9805846,2.7746644,-4.9678717,,0.43275762,0.04539197,9.664858
72,-8.012186,2.8488815,-4.8668413,,0.4308423,-0.31659576,9.736682
73,-7.943236,2.904425,-4.8663626,,0.5313945,-0.5564844,9.848247
74,-7.9106765,3.0279603,-4.9166384,,0.39924023,-0.80164015,9.87554
75,-7.9427567,2.9925275,-4.8606157,,0.4825549,-1.0506265,9.559041
76,-7.906846,3.0188622,-4.934833,,0.57592475,-1.2167768,9.722796
,,,,,0.5601236,-1.293388,9.62799
,,,,,0.44855872,-1.5371072,9.816645
,,,,,0.56922126,-1.6213795,9.628947
,,,,,0.55868727,-1.9551169,9.608836
,,,,,0.59028935,-2.2744899,9.577234
,,,,,0.66881573,-2.516294,9.299999
,,,,,0.6860533,-2.8998284,9.294252
,,,,,0.7741561,-3.2560704,9.379962
,,,,,0.79905474,-3.535701,9.082614
,,,,,0.8823694,-3.9915376,9.062025
,,,,,0.97526044,-4.219934,8.669394
,,,,,0.9029587,-4.6523085,8.606189
,,,,,1.082516,-4.8989005,8.420885
,,,,,1.0456469,-5.305419,8.470204
,,,,,1.0489986,-5.218273,8.417534
,,,,,1.0719821,-5.4093223,8.003833
,,,,,1.1471568,-5.334148,8.166632
,,,,,1.1457202,-5.3106856,8.139818
,,,,,1.17014,-5.2541847,8.15945
,,,,,1.1964753,-5.2599306,8.163759
,,,,,1.1921659,-5.2618456,8.210684
,,,,,1.2218525,-5.230723,8.15562
,,,,,1.1926446,-5.2125273,8.215951
,,,,,1.1993481,-5.260888,8.178123
,,,,,1.2539335,-5.2819567,8.143648
,,,,,1.2371749,-5.2561007,8.185784
